Company,Ticker,Type,InvestedBy,RecentAdds,RecentDels,investorTypeCount,investorType,InvestedByList,RecentAddsList,RecentDelsList
Greenpanel Inds.,GREENPANEL,ALL,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
H P C L,HINDPETRO,ALL,3,1,1,2,DII | FII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme | Jupiter India Fund,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,Kotak Emergency Equity Scheme
Indian Hotels Co,INDHOTEL,ALL,1,0,0,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,
Jindal Steel,JINDALSTEL,ALL,1,1,0,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,
K E C Intl.,KEC,ALL,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
KNR Construct.,KNRCON,ALL,1,1,0,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,
Max Healthcare,MAXHEALTH,ALL,2,0,1,2,DII | FII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Small Cap World Fund Inc,,Small Cap World Fund Inc
RBL Bank,RBLBANK,ALL,1,0,0,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,
Redington,REDINGTON,ALL,2,0,1,2,DII | FII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Massachusetts Institue of Technology,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Solar Industries,SOLARINDS,ALL,2,0,2,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme
Supreme Inds.,SUPREMEIND,ALL,3,0,0,2,DII | FII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme | Small Cap World Fund Inc,,
Symphony,SYMPHONY,ALL,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Tata Chemicals,TATACHEM,ALL,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Zee Entertainmen,ZEEL,ALL,2,0,0,2,DII | FII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Small Cap World Fund Inc,,
Amara Raja Ener.,ARE&M,ALL,3,0,1,2,DII | FII,Kotak Emergency Equity Scheme | Small Cap World Fund Inc | NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
Bata India,BATAINDIA,ALL,1,0,0,1,DII,Kotak Emergency Equity Scheme,,
Blue Star,BLUESTARCO,ALL,1,1,0,1,DII,Kotak Emergency Equity Scheme,Kotak Emergency Equity Scheme,
City Union Bank,CUB,ALL,2,1,0,2,DII | FII,Kotak Emergency Equity Scheme | Small Cap World Fund Inc,Small Cap World Fund Inc,
Emami,EMAMILTD,ALL,1,1,0,1,DII,Kotak Emergency Equity Scheme,Kotak Emergency Equity Scheme,
ERIS Lifescience,ERIS,ALL,2,0,0,2,DII | FII,Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Eveready Inds.,EVEREADY,ALL,2,0,0,2,DII | FII,Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Exide Inds.,EXIDEIND,ALL,2,0,0,2,DII | FII,Kotak Emergency Equity Scheme | NALANDA INDIA EQUITY FUND nLIMITED,,
Finolex Cables,FINCABLES,ALL,1,0,0,1,DII,Kotak Emergency Equity Scheme,,
GMM Pfaudler,GMMPFAUDLR,ALL,1,0,0,1,DII,Kotak Emergency Equity Scheme,,
Godrej Agrovet,GODREJAGRO,ALL,1,0,0,1,DII,Kotak Emergency Equity Scheme,,
Hawkins Cookers,HAWKINCOOK,ALL,1,0,0,1,DII,Kotak Emergency Equity Scheme,,
J K Cements,JKCEMENT,ALL,1,0,0,1,DII,Kotak Emergency Equity Scheme,,
Kajaria Ceramics,KAJARIACER,ALL,3,1,0,2,DII | FII,Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P | Small Cap World Fund Inc,Kotak Emergency Equity Scheme,
Kalpataru Proj.,KPIL,ALL,1,0,0,1,DII,Kotak Emergency Equity Scheme,,
Kewal Kir.Cloth.,KKCL,ALL,1,0,1,1,DII,Kotak Emergency Equity Scheme,,Kotak Emergency Equity Scheme
Kirloskar Oil,KIRLOSENG,ALL,2,0,0,2,DII | FII,Kotak Emergency Equity Scheme | NALANDA INDIA EQUITY FUND nLIMITED,,
Larsen & Toubro,LT,ALL,1,0,0,1,DII,Kotak Emergency Equity Scheme,,
Navneet Educat.,NAVNETEDUL,ALL,1,0,0,1,DII,Kotak Emergency Equity Scheme,,
Oberoi Realty,OBEROIRLTY,ALL,1,1,0,1,DII,Kotak Emergency Equity Scheme,Kotak Emergency Equity Scheme,
P I Industries,PIIND,ALL,2,0,0,2,DII | FII,Kotak Emergency Equity Scheme | Small Cap World Fund Inc,,
PNC Infratech,PNCINFRA,ALL,2,0,2,2,DII | FII,Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P,,Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P
Ratnamani Metals,RATNAMANI,ALL,2,1,1,2,DII | FII,Kotak Emergency Equity Scheme | NALANDA INDIA EQUITY FUND nLIMITED,Kotak Emergency Equity Scheme,NALANDA INDIA EQUITY FUND nLIMITED
Schaeffler India,SCHAEFFLER,ALL,1,0,1,1,DII,Kotak Emergency Equity Scheme,,Kotak Emergency Equity Scheme
Sheela Foam,SFL,ALL,2,0,1,2,DII | FII,Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P,,Kotak Emergency Equity Scheme
SRF,SRF,ALL,2,0,0,2,DII | FII,Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Sundaram Finance,SUNDARMFIN,ALL,2,0,1,2,DII | FII,Kotak Emergency Equity Scheme | NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
Sundram Fasten.,SUNDRMFAST,ALL,1,0,0,1,DII,Kotak Emergency Equity Scheme,,
Thermax,THERMAX,ALL,3,0,1,2,DII | FII,Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P | NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
V-Guard Industri,VGUARD,ALL,2,0,2,2,DII | FII,Kotak Emergency Equity Scheme | NALANDA INDIA EQUITY FUND nLIMITED,,Kotak Emergency Equity Scheme | NALANDA INDIA EQUITY FUND nLIMITED
WPIL,505872,ALL,2,0,0,2,DII | FII,Kotak Emergency Equity Scheme | Massachusetts Institue of Technology,,
Zuari Agro Chem.,ZUARI,ALL,1,0,0,1,DII,Kotak Emergency Equity Scheme,,
Aarti Pharma,AARTIPHARM,ALL,1,1,0,1,DII,Quant Mutual Fund - Quant Small Cap Fund,Quant Mutual Fund - Quant Small Cap Fund,
Anupam Rasayan,ANURAS,ALL,2,0,0,2,DII | FII,Quant Mutual Fund - Quant Small Cap Fund | Small Cap World Fund Inc,,
Apeejay Surrend.,PARKHOTELS,ALL,1,1,0,1,DII,Quant Mutual Fund - Quant Small Cap Fund,Quant Mutual Fund - Quant Small Cap Fund,
Britannia Inds.,BRITANNIA,ALL,1,0,1,1,DII,Quant Mutual Fund - Quant Small Cap Fund,,Quant Mutual Fund - Quant Small Cap Fund
Engineers India,ENGINERSIN,ALL,1,1,0,1,DII,Quant Mutual Fund - Quant Small Cap Fund,Quant Mutual Fund - Quant Small Cap Fund,
Exicom Tele-Sys.,EXICOM,ALL,1,1,0,1,DII,Quant Mutual Fund - Quant Small Cap Fund,Quant Mutual Fund - Quant Small Cap Fund,
Gopal Snacks,GOPAL,ALL,1,0,0,1,DII,Quant Mutual Fund - Quant Small Cap Fund,,
H U D C O,HUDCO,ALL,1,1,0,1,DII,Quant Mutual Fund - Quant Small Cap Fund,Quant Mutual Fund - Quant Small Cap Fund,
INDIA SHELTE FIN,INDIASHLTR,ALL,2,1,1,2,DII | FII,Quant Mutual Fund - Quant Small Cap Fund | Goldman Sachs Funds - Goldman Sachs India Equity P,Goldman Sachs Funds - Goldman Sachs India Equity P,Quant Mutual Fund - Quant Small Cap Fund
Indoco Remedies,INDOCO,ALL,1,0,0,1,DII,Quant Mutual Fund - Quant Small Cap Fund,,
Indrapr.Medical,INDRAMEDCO,ALL,1,1,0,1,DII,Quant Mutual Fund - Quant Small Cap Fund,Quant Mutual Fund - Quant Small Cap Fund,
Jash Engineering,JASH,ALL,1,0,1,1,DII,Quant Mutual Fund - Quant Small Cap Fund,,Quant Mutual Fund - Quant Small Cap Fund
Jubilant Pharmo,JUBLPHARMA,ALL,1,1,0,1,DII,Quant Mutual Fund - Quant Small Cap Fund,Quant Mutual Fund - Quant Small Cap Fund,
